Game Date,Visitor,Visitor Score,Home,Home Score,Game URL,OT
01-03-2020 13:00,Milwaukee Bucks,93,Charlotte Hornets,85,https://www.basketball-reference.com/boxscores/202003010CHO.html,
01-03-2020 15:30,Philadelphia 76ers,130,Los Angeles Clippers,136,https://www.basketball-reference.com/boxscores/202003010LAC.html,
01-03-2020 15:30,Dallas Mavericks,111,Minnesota Timberwolves,91,https://www.basketball-reference.com/boxscores/202003010MIN.html,
01-03-2020 18:00,Toronto Raptors,118,Denver Nuggets,133,https://www.basketball-reference.com/boxscores/202003010DEN.html,
01-03-2020 18:00,Detroit Pistons,100,Sacramento Kings,106,https://www.basketball-reference.com/boxscores/202003010SAC.html,
01-03-2020 20:00,Los Angeles Lakers,122,New Orleans Pelicans,114,https://www.basketball-reference.com/boxscores/202003010NOP.html,
01-03-2020 20:30,Washington Wizards,124,Golden State Warriors,110,https://www.basketball-reference.com/boxscores/202003010GSW.html,
02-03-2020 19:00,Utah Jazz,126,Cleveland Cavaliers,113,https://www.basketball-reference.com/boxscores/202003020CLE.html,
02-03-2020 19:00,Houston Rockets,123,New York Knicks,125,https://www.basketball-reference.com/boxscores/202003020NYK.html,
02-03-2020 19:00,Portland Trail Blazers,130,Orlando Magic,107,https://www.basketball-reference.com/boxscores/202003020ORL.html,
02-03-2020 19:30,Memphis Grizzlies,127,Atlanta Hawks,88,https://www.basketball-reference.com/boxscores/202003020ATL.html,
02-03-2020 19:30,Milwaukee Bucks,89,Miami Heat,105,https://www.basketball-reference.com/boxscores/202003020MIA.html,
02-03-2020 20:00,Dallas Mavericks,107,Chicago Bulls,109,https://www.basketball-reference.com/boxscores/202003020CHI.html,
02-03-2020 20:30,Indiana Pacers,116,San Antonio Spurs,111,https://www.basketball-reference.com/boxscores/202003020SAS.html,
03-03-2020 19:00,San Antonio Spurs,104,Charlotte Hornets,103,https://www.basketball-reference.com/boxscores/202003030CHO.html,
03-03-2020 19:30,Brooklyn Nets,129,Boston Celtics,120,https://www.basketball-reference.com/boxscores/202003030BOS.html,OT
03-03-2020 20:00,Minnesota Timberwolves,139,New Orleans Pelicans,134,https://www.basketball-reference.com/boxscores/202003030NOP.html,
03-03-2020 20:00,Los Angeles Clippers,109,Oklahoma City Thunder,94,https://www.basketball-reference.com/boxscores/202003030OKC.html,
03-03-2020 21:00,Golden State Warriors,116,Denver Nuggets,100,https://www.basketball-reference.com/boxscores/202003030DEN.html,
03-03-2020 21:00,Toronto Raptors,123,Phoenix Suns,114,https://www.basketball-reference.com/boxscores/202003030PHO.html,
03-03-2020 22:00,Philadelphia 76ers,107,Los Angeles Lakers,120,https://www.basketball-reference.com/boxscores/202003030LAL.html,
03-03-2020 22:00,Washington Wizards,126,Sacramento Kings,133,https://www.basketball-reference.com/boxscores/202003030SAC.html,
04-03-2020 19:00,Boston Celtics,112,Cleveland Cavaliers,106,https://www.basketball-reference.com/boxscores/202003040CLE.html,
04-03-2020 19:00,Oklahoma City Thunder,114,Detroit Pistons,107,https://www.basketball-reference.com/boxscores/202003040DET.html,
04-03-2020 19:00,Indiana Pacers,100,Milwaukee Bucks,119,https://www.basketball-reference.com/boxscores/202003040MIL.html,
04-03-2020 19:30,Memphis Grizzlies,118,Brooklyn Nets,79,https://www.basketball-reference.com/boxscores/202003040BRK.html,
04-03-2020 19:30,Utah Jazz,112,New York Knicks,104,https://www.basketball-reference.com/boxscores/202003040NYK.html,
04-03-2020 19:30,Orlando Magic,113,Miami Heat,116,https://www.basketball-reference.com/boxscores/202003040MIA.html,
04-03-2020 20:00,Chicago Bulls,108,Minnesota Timberwolves,115,https://www.basketball-reference.com/boxscores/202003040MIN.html,
04-03-2020 21:30,New Orleans Pelicans,123,Dallas Mavericks,127,https://www.basketball-reference.com/boxscores/202003040DAL.html,OT
04-03-2020 22:00,Washington Wizards,104,Portland Trail Blazers,125,https://www.basketball-reference.com/boxscores/202003040POR.html,
05-03-2020 19:00,Denver Nuggets,114,Charlotte Hornets,112,https://www.basketball-reference.com/boxscores/202003050CHO.html,
05-03-2020 20:00,Los Angeles Clippers,120,Houston Rockets,105,https://www.basketball-reference.com/boxscores/202003050HOU.html,
05-03-2020 22:00,Philadelphia 76ers,125,Sacramento Kings,108,https://www.basketball-reference.com/boxscores/202003050SAC.html,
05-03-2020 22:30,Toronto Raptors,121,Golden State Warriors,113,https://www.basketball-reference.com/boxscores/202003050GSW.html,
06-03-2020 19:00,Atlanta Hawks,112,Washington Wizards,118,https://www.basketball-reference.com/boxscores/202003060WAS.html,
06-03-2020 19:30,San Antonio Spurs,120,Brooklyn Nets,139,https://www.basketball-reference.com/boxscores/202003060BRK.html,
06-03-2020 19:30,Oklahoma City Thunder,126,New York Knicks,103,https://www.basketball-reference.com/boxscores/202003060NYK.html,
06-03-2020 20:00,Indiana Pacers,108,Chicago Bulls,102,https://www.basketball-reference.com/boxscores/202003060CHI.html,
06-03-2020 20:00,Orlando Magic,132,Minnesota Timberwolves,118,https://www.basketball-reference.com/boxscores/202003060MIN.html,
06-03-2020 20:00,Miami Heat,104,New Orleans Pelicans,110,https://www.basketball-reference.com/boxscores/202003060NOP.html,
06-03-2020 20:00,Utah Jazz,99,Boston Celtics,94,https://www.basketball-reference.com/boxscores/202003060BOS.html,
06-03-2020 20:30,Memphis Grizzlies,96,Dallas Mavericks,121,https://www.basketball-reference.com/boxscores/202003060DAL.html,
06-03-2020 21:00,Portland Trail Blazers,117,Phoenix Suns,127,https://www.basketball-reference.com/boxscores/202003060PHO.html,
06-03-2020 22:30,Milwaukee Bucks,103,Los Angeles Lakers,113,https://www.basketball-reference.com/boxscores/202003060LAL.html,
07-03-2020 17:00,Houston Rockets,99,Charlotte Hornets,108,https://www.basketball-reference.com/boxscores/202003070CHO.html,
07-03-2020 19:00,Utah Jazz,111,Detroit Pistons,105,https://www.basketball-reference.com/boxscores/202003070DET.html,
07-03-2020 19:30,Denver Nuggets,102,Cleveland Cavaliers,104,https://www.basketball-reference.com/boxscores/202003070CLE.html,
07-03-2020 20:00,Atlanta Hawks,101,Memphis Grizzlies,118,https://www.basketball-reference.com/boxscores/202003070MEM.html,
07-03-2020 20:30,Philadelphia 76ers,114,Golden State Warriors,118,https://www.basketball-reference.com/boxscores/202003070GSW.html,
07-03-2020 22:00,Sacramento Kings,123,Portland Trail Blazers,111,https://www.basketball-reference.com/boxscores/202003070POR.html,
08-03-2020 15:00,Chicago Bulls,107,Brooklyn Nets,110,https://www.basketball-reference.com/boxscores/202003080BRK.html,
08-03-2020 15:30,New Orleans Pelicans,120,Minnesota Timberwolves,107,https://www.basketball-reference.com/boxscores/202003080MIN.html,
08-03-2020 15:30,Los Angeles Lakers,112,Los Angeles Clippers,103,https://www.basketball-reference.com/boxscores/202003080LAC.html,
08-03-2020 18:00,Oklahoma City Thunder,105,Boston Celtics,104,https://www.basketball-reference.com/boxscores/202003080BOS.html,
08-03-2020 18:00,Milwaukee Bucks,131,Phoenix Suns,140,https://www.basketball-reference.com/boxscores/202003080PHO.html,
08-03-2020 19:00,Miami Heat,100,Washington Wizards,89,https://www.basketball-reference.com/boxscores/202003080WAS.html,
08-03-2020 19:00,Indiana Pacers,112,Dallas Mavericks,109,https://www.basketball-reference.com/boxscores/202003080DAL.html,
08-03-2020 19:00,Orlando Magic,126,Houston Rockets,106,https://www.basketball-reference.com/boxscores/202003080HOU.html,
08-03-2020 19:30,Detroit Pistons,84,New York Knicks,96,https://www.basketball-reference.com/boxscores/202003080NYK.html,
08-03-2020 19:30,San Antonio Spurs,129,Cleveland Cavaliers,132,https://www.basketball-reference.com/boxscores/202003080CLE.html,OT
08-03-2020 21:00,Toronto Raptors,118,Sacramento Kings,113,https://www.basketball-reference.com/boxscores/202003080SAC.html,
09-03-2020 19:30,Charlotte Hornets,138,Atlanta Hawks,143,https://www.basketball-reference.com/boxscores/202003090ATL.html,2OT
09-03-2020 21:00,Milwaukee Bucks,95,Denver Nuggets,109,https://www.basketball-reference.com/boxscores/202003090DEN.html,
09-03-2020 21:00,Toronto Raptors,101,Utah Jazz,92,https://www.basketball-reference.com/boxscores/202003090UTA.html,
10-03-2020 19:00,New York Knicks,115,Washington Wizards,122,https://www.basketball-reference.com/boxscores/202003100WAS.html,
10-03-2020 19:00,Boston Celtics,114,Indiana Pacers,111,https://www.basketball-reference.com/boxscores/202003100IND.html,
10-03-2020 20:00,Minnesota Timberwolves,111,Houston Rockets,117,https://www.basketball-reference.com/boxscores/202003100HOU.html,
10-03-2020 20:00,Dallas Mavericks,109,San Antonio Spurs,119,https://www.basketball-reference.com/boxscores/202003100SAS.html,
10-03-2020 20:00,Orlando Magic,120,Memphis Grizzlies,115,https://www.basketball-reference.com/boxscores/202003100MEM.html,
10-03-2020 20:00,Cleveland Cavaliers,103,Chicago Bulls,108,https://www.basketball-reference.com/boxscores/202003100CHI.html,
10-03-2020 22:00,Phoenix Suns,105,Portland Trail Blazers,121,https://www.basketball-reference.com/boxscores/202003100POR.html,
10-03-2020 22:30,Brooklyn Nets,104,Los Angeles Lakers,102,https://www.basketball-reference.com/boxscores/202003100LAL.html,
10-03-2020 22:30,Los Angeles Clippers,131,Golden State Warriors,107,https://www.basketball-reference.com/boxscores/202003100GSW.html,
11-03-2020 19:00,Detroit Pistons,106,Philadelphia 76ers,124,https://www.basketball-reference.com/boxscores/202003110PHI.html,
11-03-2020 19:30,New York Knicks,136,Atlanta Hawks,131,https://www.basketball-reference.com/boxscores/202003110ATL.html,OT
11-03-2020 19:30,Charlotte Hornets,109,Miami Heat,98,https://www.basketball-reference.com/boxscores/202003110MIA.html,
11-03-2020 20:00,Denver Nuggets,97,Dallas Mavericks,113,https://www.basketball-reference.com/boxscores/202003110DAL.html,
30-07-2020 18:30,Utah Jazz,106,New Orleans Pelicans,104,https://www.basketball-reference.com/boxscores/202007300NOP.html,
30-07-2020 21:00,Los Angeles Clippers,101,Los Angeles Lakers,103,https://www.basketball-reference.com/boxscores/202007300LAL.html,
31-07-2020 14:30,Orlando Magic,128,Brooklyn Nets,118,https://www.basketball-reference.com/boxscores/202007310BRK.html,
31-07-2020 16:00,Memphis Grizzlies,135,Portland Trail Blazers,140,https://www.basketball-reference.com/boxscores/202007310POR.html,OT
31-07-2020 16:00,Phoenix Suns,125,Washington Wizards,112,https://www.basketball-reference.com/boxscores/202007310WAS.html,
31-07-2020 18:30,Boston Celtics,112,Milwaukee Bucks,119,https://www.basketball-reference.com/boxscores/202007310MIL.html,
31-07-2020 20:00,Sacramento Kings,120,San Antonio Spurs,129,https://www.basketball-reference.com/boxscores/202007310SAS.html,
31-07-2020 21:00,Houston Rockets,153,Dallas Mavericks,149,https://www.basketball-reference.com/boxscores/202007310DAL.html,OT
01-08-2020 13:00,Miami Heat,125,Denver Nuggets,105,https://www.basketball-reference.com/boxscores/202008010DEN.html,
01-08-2020 15:30,Utah Jazz,94,Oklahoma City Thunder,110,https://www.basketball-reference.com/boxscores/202008010OKC.html,
01-08-2020 18:00,New Orleans Pelicans,103,Los Angeles Clippers,126,https://www.basketball-reference.com/boxscores/202008010LAC.html,
01-08-2020 19:00,Philadelphia 76ers,121,Indiana Pacers,127,https://www.basketball-reference.com/boxscores/202008010IND.html,
01-08-2020 20:30,Los Angeles Lakers,92,Toronto Raptors,107,https://www.basketball-reference.com/boxscores/202008010TOR.html,
02-08-2020 14:00,Washington Wizards,110,Brooklyn Nets,118,https://www.basketball-reference.com/boxscores/202008020BRK.html,
02-08-2020 15:30,Portland Trail Blazers,124,Boston Celtics,128,https://www.basketball-reference.com/boxscores/202008020BOS.html,
02-08-2020 16:00,San Antonio Spurs,108,Memphis Grizzlies,106,https://www.basketball-reference.com/boxscores/202008020MEM.html,
02-08-2020 18:00,Sacramento Kings,116,Orlando Magic,132,https://www.basketball-reference.com/boxscores/202008020ORL.html,
02-08-2020 20:30,Milwaukee Bucks,116,Houston Rockets,120,https://www.basketball-reference.com/boxscores/202008020HOU.html,
02-08-2020 21:00,Dallas Mavericks,115,Phoenix Suns,117,https://www.basketball-reference.com/boxscores/202008020PHO.html,
03-08-2020 13:30,Toronto Raptors,107,Miami Heat,103,https://www.basketball-reference.com/boxscores/202008030MIA.html,
03-08-2020 16:00,Denver Nuggets,121,Oklahoma City Thunder,113,https://www.basketball-reference.com/boxscores/202008030OKC.html,OT
03-08-2020 16:00,Indiana Pacers,111,Washington Wizards,100,https://www.basketball-reference.com/boxscores/202008030WAS.html,
03-08-2020 18:30,Memphis Grizzlies,99,New Orleans Pelicans,109,https://www.basketball-reference.com/boxscores/202008030NOP.html,
03-08-2020 20:00,San Antonio Spurs,130,Philadelphia 76ers,132,https://www.basketball-reference.com/boxscores/202008030PHI.html,
03-08-2020 21:00,Los Angeles Lakers,116,Utah Jazz,108,https://www.basketball-reference.com/boxscores/202008030UTA.html,
04-08-2020 13:30,Brooklyn Nets,119,Milwaukee Bucks,116,https://www.basketball-reference.com/boxscores/202008040MIL.html,
04-08-2020 14:30,Dallas Mavericks,114,Sacramento Kings,110,https://www.basketball-reference.com/boxscores/202008040SAC.html,OT
04-08-2020 16:00,Phoenix Suns,117,Los Angeles Clippers,115,https://www.basketball-reference.com/boxscores/202008040LAC.html,
04-08-2020 18:00,Orlando Magic,109,Indiana Pacers,120,https://www.basketball-reference.com/boxscores/202008040IND.html,
04-08-2020 18:30,Boston Celtics,106,Miami Heat,112,https://www.basketball-reference.com/boxscores/202008040MIA.html,
04-08-2020 21:00,Houston Rockets,102,Portland Trail Blazers,110,https://www.basketball-reference.com/boxscores/202008040POR.html,
05-08-2020 14:30,Memphis Grizzlies,115,Utah Jazz,124,https://www.basketball-reference.com/boxscores/202008050UTA.html,
05-08-2020 16:00,Denver Nuggets,132,San Antonio Spurs,126,https://www.basketball-reference.com/boxscores/202008050SAS.html,
05-08-2020 16:00,Philadelphia 76ers,107,Washington Wizards,98,https://www.basketball-reference.com/boxscores/202008050WAS.html,
05-08-2020 18:30,Oklahoma City Thunder,105,Los Angeles Lakers,86,https://www.basketball-reference.com/boxscores/202008050LAL.html,
05-08-2020 20:00,Toronto Raptors,109,Orlando Magic,99,https://www.basketball-reference.com/boxscores/202008050ORL.html,
05-08-2020 21:00,Brooklyn Nets,115,Boston Celtics,149,https://www.basketball-reference.com/boxscores/202008050BOS.html,
06-08-2020 13:30,New Orleans Pelicans,125,Sacramento Kings,140,https://www.basketball-reference.com/boxscores/202008060SAC.html,
06-08-2020 16:00,Miami Heat,116,Milwaukee Bucks,130,https://www.basketball-reference.com/boxscores/202008060MIL.html,
06-08-2020 16:00,Indiana Pacers,99,Phoenix Suns,114,https://www.basketball-reference.com/boxscores/202008060PHO.html,
06-08-2020 18:30,Los Angeles Clippers,126,Dallas Mavericks,111,https://www.basketball-reference.com/boxscores/202008060DAL.html,
06-08-2020 20:00,Portland Trail Blazers,125,Denver Nuggets,115,https://www.basketball-reference.com/boxscores/202008060DEN.html,
06-08-2020 21:00,Los Angeles Lakers,97,Houston Rockets,113,https://www.basketball-reference.com/boxscores/202008060HOU.html,
07-08-2020 13:00,Utah Jazz,111,San Antonio Spurs,119,https://www.basketball-reference.com/boxscores/202008070SAS.html,
07-08-2020 16:00,Oklahoma City Thunder,92,Memphis Grizzlies,121,https://www.basketball-reference.com/boxscores/202008070MEM.html,
07-08-2020 17:00,Sacramento Kings,106,Brooklyn Nets,119,https://www.basketball-reference.com/boxscores/202008070BRK.html,
07-08-2020 18:30,Orlando Magic,101,Philadelphia 76ers,108,https://www.basketball-reference.com/boxscores/202008070PHI.html,
07-08-2020 20:00,Washington Wizards,107,New Orleans Pelicans,118,https://www.basketball-reference.com/boxscores/202008070NOP.html,
07-08-2020 21:00,Boston Celtics,122,Toronto Raptors,100,https://www.basketball-reference.com/boxscores/202008070TOR.html,
08-08-2020 13:00,Los Angeles Clippers,122,Portland Trail Blazers,117,https://www.basketball-reference.com/boxscores/202008080POR.html,
08-08-2020 15:30,Utah Jazz,132,Denver Nuggets,134,https://www.basketball-reference.com/boxscores/202008080DEN.html,2OT
08-08-2020 18:00,Los Angeles Lakers,111,Indiana Pacers,116,https://www.basketball-reference.com/boxscores/202008080IND.html,
08-08-2020 19:30,Phoenix Suns,119,Miami Heat,112,https://www.basketball-reference.com/boxscores/202008080MIA.html,
08-08-2020 20:30,Milwaukee Bucks,132,Dallas Mavericks,136,https://www.basketball-reference.com/boxscores/202008080DAL.html,OT
